Addressline1,Addressline2,City,Contactfirstname,Contactlastname,Country,Customer,CustomerName,CustomerName (copy),Date,DealCategory,DealSize,Month,Month ,Order Quarter,Order Year,OrderDate,Phone,Postalcode,Productcode,Products,Quarter,Quarter (Sheet11),Sales (bin),SalesCategory,State,Status,Territory,Year,Year (Sheet11),CustomerGroup,Msrp,Orderlinenumber,Ordernumber,OrderQuantity,Sales,UnitPrice,ZeroIfNull-OrderQuantity
7635 Spinnaker Dr.,,Brickhaven,Miguel,Barajas,US,Online Mini Collectables,Online Mini Collectables,Online Mini Collectables,02-08-2004,Medium,Medium,August,8,Q3,2004,02-08-2004,6175557555,58339,S12_2823,Motorcycles,3,Q3,$0.01M,Motorcycles,MA,Shipped,NA,2004,2004,1,150,14,10276,43,$0.01M,100,43
39323 Spinnaker Dr.,,Cambridge,Marta,Hernandez,US,Marta's Replicas Co.,Marta's Replicas Co.,Marta's Replicas Co.,27-08-2004,Medium,Medium,August,8,Q3,2004,27-08-2004,6175558555,51247,S12_2823,Motorcycles,3,Q3,$0.01M,Motorcycles,MA,Shipped,NA,2004,2004,1,150,5,10285,49,$0.01M,100,49
Keskuskatu 45,,Helsinki,Matti,Karttunen,Finland,"Toys of Finland, Co.","Toys of Finland, Co.","Toys of Finland, Co.",30-09-2004,Medium,Medium,September,9,Q3,2004,30-09-2004,90-224 8555,21240,S12_2823,Motorcycles,3,Q3,$0.00M,Motorcycles,,Shipped,EMEA,2004,2004,1,150,8,10299,24,$0.00M,100,24
Erling Skakkes gate 78,,Stavern,Jonas,Bergulfsen,Norway,Baane Mini Imports,Baane Mini Imports,Baane Mini Imports,15-10-2004,Medium,Medium,October,10,Q4,2004,15-10-2004,07-98 9555,4110,S12_2823,Motorcycles,4,Q4,$0.00M,Motorcycles,,Shipped,EMEA,2004,2004,1,150,4,10309,26,$0.00M,100,26
5290 North Pendale Street,Suite 200,NYC,Kee,Kuo,US,Microscale Inc.,Microscale Inc.,Microscale Inc.,03-11-2004,Medium,Medium,November,11,Q4,2004,03-11-2004,2125551957,10022,S12_2823,Motorcycles,4,Q4,$0.00M,Motorcycles,NY,Shipped,NA,2004,2004,1,150,9,10319,30,$0.00M,100,30
897 Long Airport Avenue,,NYC,Kwai,Yu,US,Land of Toys Inc.,Land of Toys Inc.,Land of Toys Inc.,15-11-2004,Medium,Medium,November,11,Q4,2004,15-11-2004,2125557818,10022,S12_2823,Motorcycles,4,Q4,$0.00M,Motorcycles,NY,Shipped,NA,2004,2004,1,150,6,10329,24,$0.00M,100,24
Geislweg 14,,Salzburg,Georg,Pipps,Austria,Salzburg Collectables,Salzburg Collectables,Salzburg Collectables,24-11-2004,Large,Large,November,11,Q4,2004,24-11-2004,6562-9555,5020,S12_2823,Motorcycles,4,Q4,$0.01M,Motorcycles,,Shipped,EMEA,2004,2004,1,150,8,10341,55,$0.01M,100,55
9408 Furth Circle,,Burlingame,Juri,Hirano,US,Technics Stores Inc.,Technics Stores Inc.,Technics Stores Inc.,05-01-2005,Medium,Medium,January,1,Q1,2005,05-01-2005,6505556809,94217,S12_2823,Motorcycles,1,Q1,$0.00M,Motorcycles,CA,Shipped,NA,2005,2005,1,150,1,10362,22,$0.00M,100,22
"67, rue des Cinquante Otages",,Nantes,Janine,Labrune,France,La Rochelle Gifts,La Rochelle Gifts,La Rochelle Gifts,03-02-2005,Medium,Medium,February,2,Q1,2005,03-02-2005,40.67.8555,44000,S12_2823,Motorcycles,1,Q1,$0.00M,Motorcycles,,Shipped,EMEA,2005,2005,1,150,13,10375,49,$0.00M,78.92,49
1785 First Street,,New Bedford,Violeta,Benitez,US,FunGiftIdeas.com,FunGiftIdeas.com,FunGiftIdeas.com,03-03-2005,Medium,Medium,March,3,Q1,2005,03-03-2005,5085552555,50553,S12_2823,Motorcycles,1,Q1,$0.01M,Motorcycles,MA,Shipped,NA,2005,2005,1,150,6,10388,44,$0.01M,100,44
Berkeley Gardens 12  Brewery,,Liverpool,Elizabeth,Devon,UK,"UK Collectables, Ltd.","UK Collectables, Ltd.","UK Collectables, Ltd.",08-04-2005,Large,Large,April,4,Q2,2005,08-04-2005,(171) 555-2282,WX1 6LT,S12_2823,Motorcycles,2,Q2,$0.01M,Motorcycles,,Shipped,EMEA,2005,2005,1,150,6,10403,66,$0.01M,100,66
"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Euro Shopping Channel,Euro Shopping Channel,13-05-2005,Medium,Medium,May,5,Q2,2005,13-05-2005,(91) 555 94 44,28034,S12_2823,Motorcycles,2,Q2,$0.00M,Motorcycles,,Disputed,EMEA,2005,2005,1,150,1,10417,21,$0.00M,100,21
"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Euro Shopping Channel,Euro Shopping Channel,31-01-2003,Medium,Medium,January,1,Q1,2003,31-01-2003,(91) 555 94 44,28034,S12_3148,Classic Cars,1,Q1,$0.01M,Classic Cars,,Shipped,EMEA,2003,2003,1,151,1,10104,34,$0.01M,100,34
"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,Eric,Natividad,Singapore,"Dragon Souveniers, Ltd.","Dragon Souveniers, Ltd.","Dragon Souveniers, Ltd.",16-04-2003,Medium,Medium,April,4,Q2,2003,16-04-2003,+65 221 7555,79903,S12_3148,Classic Cars,2,Q2,$0.01M,Classic Cars,,Shipped,Japan,2003,2003,1,151,10,10117,43,$0.01M,100,43
4092 Furth Circle,Suite 400,NYC,Jeff,Young,US,Muscle Machine Inc,Muscle Machine Inc,Muscle Machine Inc,03-06-2003,Large,Large,June,6,Q2,2003,03-06-2003,2125557413,10022,S12_3148,Classic Cars,2,Q2,$0.01M,Classic Cars,NY,Shipped,NA,2003,2003,1,151,3,10127,46,$0.01M,100,46
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,08-08-2003,Medium,Medium,August,8,Q3,2003,08-08-2003,4155551450,97562,S12_3148,Classic Cars,3,Q3,$0.00M,Classic Cars,CA,Shipped,NA,2003,2003,1,151,13,10142,33,$0.00M,100,33
"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Euro Shopping Channel,Euro Shopping Channel,28-09-2003,Medium,Medium,September,9,Q3,2003,28-09-2003,(91) 555 94 44,28034,S12_3148,Classic Cars,3,Q3,$0.01M,Classic Cars,,Shipped,EMEA,2003,2003,1,151,12,10153,42,$0.01M,100,42
"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,Eric,Natividad,Singapore,"Dragon Souveniers, Ltd.","Dragon Souveniers, Ltd.","Dragon Souveniers, Ltd.",22-10-2003,Medium,Medium,October,10,Q4,2003,22-10-2003,+65 221 7555,79903,S12_3148,Classic Cars,4,Q4,$0.00M,Classic Cars,,Shipped,Japan,2003,2003,1,151,4,10165,34,$0.00M,100,34
Strada Provinciale 124,,Reggio Emilia,Maurizio,Moroni,Italy,L'ordine Souveniers,L'ordine Souveniers,L'ordine Souveniers,06-11-2003,Large,Large,November,11,Q4,2003,06-11-2003,0522-556555,42100,S12_3148,Classic Cars,4,Q4,$0.01M,Classic Cars,,Shipped,EMEA,2003,2003,1,151,3,10176,47,$0.01M,100,47
4575 Hillside Dr.,,New Bedford,Wing C,Tam,US,Mini Creations Ltd.,Mini Creations Ltd.,Mini Creations Ltd.,14-11-2003,Medium,Medium,November,11,Q4,2003,14-11-2003,5085559555,50553,S12_3148,Classic Cars,4,Q4,$0.00M,Classic Cars,MA,Shipped,NA,2003,2003,1,151,14,10185,33,$0.00M,100,33
567 North Pendale Street,,New Haven,Leslie,Murphy,US,Super Scale Inc.,Super Scale Inc.,Super Scale Inc.,26-11-2003,Medium,Medium,November,11,Q4,2003,26-11-2003,2035559545,97823,S12_3148,Classic Cars,4,Q4,$0.00M,Classic Cars,CT,Shipped,NA,2003,2003,1,151,6,10196,24,$0.00M,100,24
"2, rue du Commerce",,Lyon,Mary,Saveley,France,"Saveley & Henriot, Co.","Saveley & Henriot, Co.","Saveley & Henriot, Co.",02-01-2004,Medium,Medium,January,1,Q1,2004,02-01-2004,78.32.5555,69004,S12_3148,Classic Cars,1,Q1,$0.00M,Classic Cars,,Shipped,EMEA,2004,2004,1,151,14,10208,26,$0.00M,100,26
25 Maiden Lane,Floor No. 4,Dublin,Dean,Cassidy,Ireland,"Clover Collections, Co.","Clover Collections, Co.","Clover Collections, Co.",12-02-2004,Medium,Medium,February,2,Q1,2004,12-02-2004,+353 1862 1555,2,S12_3148,Classic Cars,1,Q1,$0.00M,Classic Cars,,Shipped,EMEA,2004,2004,1,151,3,10220,30,$0.00M,100,30
Lyonerstr. 34,,Frankfurt,Roland,Keitel,Germany,"Blauer See Auto, Co.","Blauer See Auto, Co.","Blauer See Auto, Co.",15-03-2004,Large,Large,March,3,Q1,2004,15-03-2004,+49 69 66 90 2555,60528,S12_3148,Classic Cars,1,Q1,$0.01M,Classic Cars,,Shipped,EMEA,2004,2004,1,151,1,10230,43,$0.01M,100,43
"Software Engineering Center, SEC Oy",,Espoo,Kalle,Suominen,Finland,Suominen Souveniers,Suominen Souveniers,Suominen Souveniers,05-05-2004,Medium,Medium,May,5,Q2,2004,05-05-2004,+358 9 8045 555,FIN-02271,S12_3148,Classic Cars,2,Q2,$0.00M,Classic Cars,,Shipped,EMEA,2004,2004,1,151,3,10247,25,$0.00M,100,25
7586 Pompton St.,,Allentown,Kyung,Yu,US,Diecast Classics Inc.,Diecast Classics Inc.,Diecast Classics Inc.,20-07-2004,Medium,Medium,July,7,Q3,2004,20-07-2004,2155551555,70267,S12_3148,Classic Cars,3,Q3,$0.00M,Classic Cars,PA,Shipped,NA,2004,2004,1,151,3,10272,27,$0.00M,100,27
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,20-08-2004,Medium,Medium,August,8,Q3,2004,20-08-2004,4155551450,97562,S12_3148,Classic Cars,3,Q3,$0.00M,Classic Cars,CA,Shipped,NA,2004,2004,1,151,6,10282,27,$0.00M,100,27
Via Monte Bianco 34,,Torino,Paolo,Accorti,Italy,Amica Models & Co.,Amica Models & Co.,Amica Models & Co.,09-09-2004,Medium,Medium,September,9,Q3,2004,09-09-2004,011-4988555,10100,S12_3148,Classic Cars,3,Q3,$0.00M,Classic Cars,,Shipped,EMEA,2004,2004,1,151,9,10293,24,$0.00M,100,24
Fauntleroy Circus,,Manchester,Victoria,Ashworth,UK,"AV Stores, Co.","AV Stores, Co.","AV Stores, Co.",14-10-2004,Medium,Medium,October,10,Q4,2004,14-10-2004,(171) 555-1555,EC2 5NT,S12_3148,Classic Cars,4,Q4,$0.00M,Classic Cars,,Shipped,EMEA,2004,2004,1,151,14,10306,34,$0.00M,100,34
Smagsloget 45,,Aaarhus,Palle,Ibsen,Denmark,Heintze Collectables,Heintze Collectables,Heintze Collectables,22-10-2004,Medium,Medium,October,10,Q4,2004,22-10-2004,86 21 3555,8200,S12_3148,Classic Cars,4,Q4,$0.01M,Classic Cars,,Shipped,EMEA,2004,2004,1,151,6,10314,46,$0.01M,100,46
2678 Kingston Rd.,Suite 101,NYC,Michael,Frick,US,Vitachrome Inc.,Vitachrome Inc.,Vitachrome Inc.,05-11-2004,Small,Small,November,11,Q4,2004,05-11-2004,2125551500,10022,S12_3148,Classic Cars,4,Q4,$0.00M,Classic Cars,NY,Shipped,NA,2004,2004,1,151,1,10324,27,$0.00M,54.33,27
"265, boulevard Charonne",,Paris,Marie,Bertrand,France,"La Corne D'abondance, Co.","La Corne D'abondance, Co.","La Corne D'abondance, Co.",20-11-2004,Medium,Medium,November,11,Q4,2004,20-11-2004,(1) 42.34.2555,75012,S12_3148,Classic Cars,4,Q4,$0.00M,Classic Cars,,Shipped,EMEA,2004,2004,1,151,11,10336,33,$0.00M,100,33
"C/ Araquil, 67",,Madrid,Mart¡n,Sommer,Spain,"Corrida Auto Replicas, Ltd","Corrida Auto Replicas, Ltd","Corrida Auto Replicas, Ltd",01-11-2004,Medium,Medium,November,11,Q4,2004,01-11-2004,(91) 555 22 82,28023,S12_3148,Classic Cars,4,Q4,$0.00M,Classic Cars,,Shipped,EMEA,2004,2004,1,151,4,10348,47,$0.00M,100,47
"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Euro Shopping Channel,Euro Shopping Channel,10-12-2004,Small,Small,December,12,Q4,2004,10-12-2004,(91) 555 94 44,28034,S12_3148,Classic Cars,4,Q4,$0.00M,Classic Cars,,Shipped,EMEA,2004,2004,1,151,5,10358,49,$0.00M,55.34,49
2-2-8 Roppongi,,Minato-ku,Akiko,Shimamura,Japan,"Tokyo Collectables, Ltd","Tokyo Collectables, Ltd","Tokyo Collectables, Ltd",26-01-2005,Medium,Medium,January,1,Q1,2005,26-01-2005,+81 3 3584 0555,106-0032,S12_3148,Classic Cars,1,Q1,$0.01M,Classic Cars,Tokyo,Shipped,Japan,2005,2005,1,151,4,10372,40,$0.01M,100,40
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,17-02-2005,Medium,Medium,February,2,Q1,2005,17-02-2005,4155551450,97562,S12_3148,Classic Cars,1,Q1,$0.00M,Classic Cars,CA,Shipped,NA,2005,2005,1,151,11,10382,37,$0.00M,100,37
25593 South Bay Ln.,,Bridgewater,Julie,King,US,Gift Depot Inc.,Gift Depot Inc.,Gift Depot Inc.,05-05-2005,Large,Large,May,5,Q2,2005,05-05-2005,2035552570,97562,S12_3148,Classic Cars,2,Q2,$0.01M,Classic Cars,CT,Shipped,NA,2005,2005,1,151,3,10413,47,$0.01M,100,47
15 McCallum Street - NatWest Center #13-03,,Makati City,Arnold,Cruz,Philippines,Cruz & Sons Co.,Cruz & Sons Co.,Cruz & Sons Co.,03-03-2003,Medium,Medium,March,3,Q1,2003,03-03-2003,+63 2 555 3587,1227 MM,S12_3380,Classic Cars,1,Q1,$0.01M,Classic Cars,,Shipped,Japan,2003,2003,1,117,4,10108,45,$0.01M,100,45
"12, rue des Bouchers",,Marseille,Laurence,Lebihan,France,Marseille Mini Autos,Marseille Mini Autos,Marseille Mini Autos,08-05-2003,Medium,Medium,May,5,Q2,2003,08-05-2003,91.24.4555,13008,S12_3380,Classic Cars,2,Q2,$0.00M,Classic Cars,,Shipped,EMEA,2003,2003,1,117,8,10122,37,$0.00M,99.82,37
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,02-07-2003,Medium,Medium,July,7,Q3,2003,02-07-2003,4155551450,97562,S12_3380,Classic Cars,3,Q3,$0.01M,Classic Cars,CA,Shipped,NA,2003,2003,1,117,5,10135,48,$0.01M,100,48
7825 Douglas Av.,,Brickhaven,Allen,Nelson,US,Collectables For Less Inc.,Collectables For Less Inc.,Collectables For Less Inc.,05-09-2003,Medium,Medium,September,9,Q3,2003,05-09-2003,6175558555,58339,S12_3380,Classic Cars,3,Q3,$0.00M,Classic Cars,MA,Shipped,NA,2003,2003,1,117,5,10147,31,$0.00M,100,31
6047 Douglas Av.,,Los Angeles,Michael,Chandler,US,"Men 'R' US Retailers, Ltd.","Men 'R' US Retailers, Ltd.","Men 'R' US Retailers, Ltd.",11-10-2003,Medium,Medium,October,10,Q4,2003,11-10-2003,2155554369,,S12_3380,Classic Cars,4,Q4,$0.01M,Classic Cars,CA,Shipped,NA,2003,2003,1,117,6,10160,46,$0.01M,100,46
Kirchgasse 6,,Graz,Roland,Mendel,Austria,Mini Auto Werke,Mini Auto Werke,Mini Auto Werke,04-11-2003,Medium,Medium,November,11,Q4,2003,04-11-2003,7675-3555,8010,S12_3380,Classic Cars,4,Q4,$0.01M,Classic Cars,,Shipped,EMEA,2003,2003,1,117,4,10170,47,$0.01M,100,47
"Drammen 121, PR 744 Sentrum",,Bergen,Veysel,Oeztan,Norway,Herkku Gifts,Herkku Gifts,Herkku Gifts,12-11-2003,Small,Small,November,11,Q4,2003,12-11-2003,+47 2267 3215,N 5804,S12_3380,Classic Cars,4,Q4,$0.00M,Classic Cars,,Shipped,EMEA,2003,2003,1,117,12,10181,28,$0.00M,100,28
Mehrheimerstr. 369,,Koln,Henriette,Pfalzheim,Germany,"Toms Spezialitten, Ltd","Toms Spezialitten, Ltd","Toms Spezialitten, Ltd",20-11-2003,Medium,Medium,November,11,Q4,2003,20-11-2003,0221-5554327,50739,S12_3380,Classic Cars,4,Q4,$0.01M,Classic Cars,,Shipped,EMEA,2003,2003,1,117,1,10191,40,$0.01M,100,40
"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Euro Shopping Channel,Euro Shopping Channel,02-12-2003,Small,Small,December,12,Q4,2003,02-12-2003,(91) 555 94 44,28034,S12_3380,Classic Cars,4,Q4,$0.00M,Classic Cars,,Shipped,EMEA,2003,2003,1,117,6,10203,20,$0.00M,100,20
"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Euro Shopping Channel,Euro Shopping Channel,16-01-2004,Medium,Medium,January,1,Q1,2004,16-01-2004,(91) 555 94 44,28034,S12_3380,Classic Cars,1,Q1,$0.00M,Classic Cars,,Shipped,EMEA,2004,2004,1,117,16,10212,39,$0.00M,100,39
Grenzacherweg 237,,Gensve,Michael,Holz,Switzerland,"Vida Sport, Ltd","Vida Sport, Ltd","Vida Sport, Ltd",22-02-2004,Small,Small,February,2,Q1,2004,22-02-2004,0897-034555,1203,S12_3380,Classic Cars,1,Q1,$0.00M,Classic Cars,,Shipped,EMEA,2004,2004,1,117,7,10225,25,$0.00M,99.82,25
Vinb'ltet 34,,Kobenhavn,Jytte,Petersen,Denmark,Danish Wholesale Imports,Danish Wholesale Imports,Danish Wholesale Imports,09-04-2004,Medium,Medium,April,4,Q2,2004,09-04-2004,31 12 3555,1734,S12_3380,Classic Cars,2,Q2,$0.00M,Classic Cars,,Shipped,EMEA,2004,2004,1,117,1,10238,29,$0.00M,100,29
Berkeley Gardens 12  Brewery,,Liverpool,Elizabeth,Devon,UK,"UK Collectables, Ltd.","UK Collectables, Ltd.","UK Collectables, Ltd.",01-06-2004,Small,Small,June,6,Q2,2004,01-06-2004,(171) 555-2282,WX1 6LT,S12_3380,Classic Cars,2,Q2,$0.00M,Classic Cars,,Cancelled,EMEA,2004,2004,1,117,11,10253,22,$0.00M,100,22
Strada Provinciale 124,,Reggio Emilia,Maurizio,Moroni,Italy,L'ordine Souveniers,L'ordine Souveniers,L'ordine Souveniers,06-07-2004,Small,Small,July,7,Q3,2004,06-07-2004,0522-556555,42100,S12_3380,Classic Cars,3,Q3,$0.00M,Classic Cars,,Shipped,EMEA,2004,2004,1,117,12,10266,22,$0.00M,100,22
7635 Spinnaker Dr.,,Brickhaven,Miguel,Barajas,US,Online Mini Collectables,Online Mini Collectables,Online Mini Collectables,02-08-2004,Medium,Medium,August,8,Q3,2004,02-08-2004,6175557555,58339,S12_3380,Classic Cars,3,Q3,$0.01M,Classic Cars,MA,Shipped,NA,2004,2004,1,117,1,10276,47,$0.01M,100,47
Grenzacherweg 237,,Gensve,Michael,Holz,Switzerland,"Vida Sport, Ltd","Vida Sport, Ltd","Vida Sport, Ltd",30-08-2004,Medium,Medium,August,8,Q3,2004,30-08-2004,0897-034555,1203,S12_3380,Classic Cars,3,Q3,$0.00M,Classic Cars,,Shipped,EMEA,2004,2004,1,117,10,10287,45,$0.00M,100,45
Lyonerstr. 34,,Frankfurt,Roland,Keitel,Germany,"Blauer See Auto, Co.","Blauer See Auto, Co.","Blauer See Auto, Co.",04-10-2003,Medium,Medium,October,10,Q4,2003,04-10-2003,+49 69 66 90 2555,60528,S12_3380,Classic Cars,4,Q4,$0.00M,Classic Cars,,Shipped,EMEA,2003,2003,1,117,3,10300,29,$0.00M,100,29
Mehrheimerstr. 369,,Koln,Henriette,Pfalzheim,Germany,"Toms Spezialitten, Ltd","Toms Spezialitten, Ltd","Toms Spezialitten, Ltd",16-10-2004,Medium,Medium,October,10,Q4,2004,16-10-2004,0221-5554327,50739,S12_3380,Classic Cars,4,Q4,$0.00M,Classic Cars,,Shipped,EMEA,2004,2004,1,117,8,10310,24,$0.00M,100,24
Berguvsv„gen  8,,Lule,Christina,Berglund,Sweden,"Volvo Model Replicas, Co","Volvo Model Replicas, Co","Volvo Model Replicas, Co",03-11-2004,Medium,Medium,November,11,Q4,2004,03-11-2004,0921-12 3555,S-958 22,S12_3380,Classic Cars,4,Q4,$0.00M,Classic Cars,,Shipped,EMEA,2004,2004,1,117,1,10320,35,$0.00M,100,35
897 Long Airport Avenue,,NYC,Kwai,Yu,US,Land of Toys Inc.,Land of Toys Inc.,Land of Toys Inc.,15-11-2004,Medium,Medium,November,11,Q4,2004,15-11-2004,2125557818,10022,S12_3380,Classic Cars,4,Q4,$0.00M,Classic Cars,NY,Shipped,NA,2004,2004,1,117,13,10329,46,$0.00M,83.63,46
Geislweg 14,,Salzburg,Georg,Pipps,Austria,Salzburg Collectables,Salzburg Collectables,Salzburg Collectables,24-11-2004,Medium,Medium,November,11,Q4,2004,24-11-2004,6562-9555,5020,S12_3380,Classic Cars,4,Q4,$0.00M,Classic Cars,,Shipped,EMEA,2004,2004,1,117,1,10341,44,$0.00M,95.93,44
"Software Engineering Center, SEC Oy",,Espoo,Kalle,Suominen,Finland,Suominen Souveniers,Suominen Souveniers,Suominen Souveniers,06-01-2005,Medium,Medium,January,1,Q1,2005,06-01-2005,+358 9 8045 555,FIN-02271,S12_3380,Classic Cars,1,Q1,$0.00M,Classic Cars,,Shipped,EMEA,2005,2005,1,117,4,10363,34,$0.00M,96.73,34
4097 Douglas Av.,,Glendale,Leslie,Young,US,Boards & Toys Co.,Boards & Toys Co.,Boards & Toys Co.,08-02-2005,Medium,Medium,February,2,Q1,2005,08-02-2005,3105552373,92561,S12_3380,Classic Cars,1,Q1,$0.00M,Classic Cars,CA,Shipped,NA,2005,2005,1,117,1,10376,35,$0.00M,100,35
?kergatan 24,,Boras,Maria,Larsson,Sweden,Scandinavian Gift Ideas,Scandinavian Gift Ideas,Scandinavian Gift Ideas,03-03-2005,Small,Small,March,3,Q1,2005,03-03-2005,0695-34 6555,S-844 67,S12_3380,Classic Cars,1,Q1,$0.00M,Classic Cars,,Shipped,EMEA,2005,2005,1,117,6,10389,25,$0.00M,72.38,25
Geislweg 14,,Salzburg,Georg,Pipps,Austria,Salzburg Collectables,Salzburg Collectables,Salzburg Collectables,17-05-2005,Small,Small,May,5,Q2,2005,17-05-2005,6562-9555,5020,S12_3380,Classic Cars,2,Q2,$0.00M,Classic Cars,,Shipped,EMEA,2005,2005,1,117,11,10419,10,$0.00M,100,10
Vinb'ltet 34,,Kobenhavn,Jytte,Petersen,Denmark,Danish Wholesale Imports,Danish Wholesale Imports,Danish Wholesale Imports,11-02-2003,Medium,Medium,February,2,Q1,2003,11-02-2003,31 12 3555,1734,S12_3891,Classic Cars,1,Q1,$0.00M,Classic Cars,,Shipped,EMEA,2003,2003,1,173,14,10105,29,$0.00M,100,29
"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,Eric,Natividad,Singapore,"Dragon Souveniers, Ltd.","Dragon Souveniers, Ltd.","Dragon Souveniers, Ltd.",16-04-2003,Medium,Medium,April,4,Q2,2003,16-04-2003,+65 221 7555,79903,S12_3891,Classic Cars,2,Q2,$0.01M,Classic Cars,,Shipped,Japan,2003,2003,1,173,8,10117,39,$0.01M,100,39
4092 Furth Circle,Suite 400,NYC,Jeff,Young,US,Muscle Machine Inc,Muscle Machine Inc,Muscle Machine Inc,03-06-2003,Large,Large,June,6,Q2,2003,03-06-2003,2125557413,10022,S12_3891,Classic Cars,2,Q2,$0.01M,Classic Cars,NY,Shipped,NA,2003,2003,1,173,1,10127,42,$0.01M,100,42
5677 Strong St.,,San Rafael,Valarie,Nelson,US,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,Mini Gifts Distributors Ltd.,08-08-2003,Large,Large,August,8,Q3,2003,08-08-2003,4155551450,97562,S12_3891,Classic Cars,3,Q3,$0.01M,Classic Cars,CA,Shipped,NA,2003,2003,1,173,11,10142,46,$0.01M,100,46
"C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Euro Shopping Channel,Euro Shopping Channel,28-09-2003,Large,Large,September,9,Q3,2003,28-09-2003,(91) 555 94 44,28034,S12_3891,Classic Cars,3,Q3,$0.01M,Classic Cars,,Shipped,EMEA,2003,2003,1,173,10,10153,49,$0.01M,100,49
"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,Eric,Natividad,Singapore,"Dragon Souveniers, Ltd.","Dragon Souveniers, Ltd.","Dragon Souveniers, Ltd.",22-10-2003,Medium,Medium,October,10,Q4,2003,22-10-2003,+65 221 7555,79903,S12_3891,Classic Cars,4,Q4,$0.01M,Classic Cars,,Shipped,Japan,2003,2003,1,173,2,10165,27,$0.01M,100,27
Strada Provinciale 124,,Reggio Emilia,Maurizio,Moroni,Italy,L'ordine Souveniers,L'ordine Souveniers,L'ordine Souveniers,06-11-2003,Large,Large,November,11,Q4,2003,06-11-2003,0522-556555,42100,S12_3891,Classic Cars,4,Q4,$0.01M,Classic Cars,,Shipped,EMEA,2003,2003,1,173,1,10176,50,$0.01M,100,50
4575 Hillside Dr.,,New Bedford,Wing C,Tam,US,Mini Creations Ltd.,Mini Creations Ltd.,Mini Creations Ltd.,14-11-2003,Large,Large,November,11,Q4,2003,14-11-2003,5085559555,50553,S12_3891,Classic Cars,4,Q4,$0.01M,Classic Cars,MA,Shipped,NA,2003,2003,1,173,12,10185,43,$0.01M,100,43
567 North Pendale Street,,New Haven,Leslie,Murphy,US,Super Scale Inc.,Super Scale Inc.,Super Scale Inc.,26-11-2003,Large,Large,November,11,Q4,2003,26-11-2003,2035559545,97823,S12_3891,Classic Cars,4,Q4,$0.01M,Classic Cars,CT,Shipped,NA,2003,2003,1,173,4,10196,38,$0.01M,100,38
"2, rue du Commerce",,Lyon,Mary,Saveley,France,"Saveley & Henriot, Co.","Saveley & Henriot, Co.","Saveley & Henriot, Co.",02-01-2004,Medium,Medium,January,1,Q1,2004,02-01-2004,78.32.5555,69004,S12_3891,Classic Cars,1,Q1,$0.00M,Classic Cars,,Shipped,EMEA,2004,2004,1,173,12,10208,20,$0.00M,100,20
25 Maiden Lane,Floor No. 4,Dublin,Dean,Cassidy,Ireland,"Clover Collections, Co.","Clover Collections, Co.","Clover Collections, Co.",12-02-2004,Medium,Medium,February,2,Q1,2004,12-02-2004,+353 1862 1555,2,S12_3891,Classic Cars,1,Q1,$0.01M,Classic Cars,,Shipped,EMEA,2004,2004,1,173,1,10220,27,$0.01M,100,27
"Merchants House, 27-30 Merchant's Quay",,Madrid,Jesus,Fernandez,Spain,CAF Imports,CAF Imports,CAF Imports,19-03-2004,Medium,Medium,March,3,Q1,2004,19-03-2004,+34 913 728 555,28023,S12_3891,Classic Cars,1,Q1,$0.01M,Classic Cars,,Shipped,EMEA,2004,2004,1,173,1,10231,49,$0.01M,100,49
"Software Engineering Center, SEC Oy",,Espoo,Kalle,Suominen,Finland,Suominen Souveniers,Suominen Souveniers,Suominen Souveniers,05-05-2004,Medium,Medium,May,5,Q2,2004,05-05-2004,+358 9 8045 555,FIN-02271,S12_3891,Classic Cars,2,Q2,$0.00M,Classic Cars,,Shipped,EMEA,2004,2004,1,173,1,10247,27,$0.00M,100,27
